id,loan_status
58645,0.9584120982986768
58646,0.038577456298975285
58647,0.2448377581120944
58648,0.030033264691905592
58649,0.10844370860927152
58650,0.9584120982986768
58651,0.012021316148221588
58652,0.012021316148221588
58653,0.11421911421911422
58654,0.038577456298975285
58655,0.038577456298975285
58656,0.06585856328901799
58657,0.06585856328901799
58658,0.012021316148221588
58659,0.038577456298975285
58660,0.06585856328901799
58661,0.030033264691905592
58662,0.06585856328901799
58663,0.030033264691905592
58664,0.012021316148221588
58665,0.06585856328901799
58666,0.038577456298975285
58667,0.012021316148221588
58668,0.012021316148221588
58669,0.030033264691905592
58670,0.012021316148221588
58671,0.4175824175824176
58672,0.012021316148221588
58673,0.9600886917960089
58674,0.012021316148221588
58675,0.030033264691905592
58676,0.1836734693877551
58677,0.030033264691905592
58678,0.012021316148221588
58679,0.11421911421911422
58680,0.9584120982986768
58681,0.030033264691905592
58682,0.012021316148221588
58683,0.0634441087613293
58684,0.06585856328901799
58685,0.11421911421911422
58686,0.038577456298975285
58687,0.10844370860927152
58688,0.012021316148221588
58689,0.1836734693877551
58690,0.012021316148221588
58691,0.030033264691905592
58692,0.030033264691905592
58693,0.012021316148221588
58694,0.038577456298975285
58695,0.9411764705882353
58696,0.012021316148221588
58697,0.10844370860927152
58698,0.012021316148221588
58699,0.012021316148221588
58700,0.012021316148221588
58701,0.012021316148221588
58702,0.030033264691905592
58703,0.06585856328901799
58704,0.06585856328901799
58705,0.055384615384615386
58706,0.038577456298975285
58707,0.030033264691905592
58708,0.030033264691905592
58709,0.9619450317124736
58710,0.038577456298975285
58711,0.9619450317124736
58712,0.012021316148221588
58713,0.012021316148221588
58714,0.06585856328901799
58715,0.012021316148221588
58716,0.06585856328901799
58717,0.030033264691905592
58718,0.10844370860927152
58719,0.012021316148221588
58720,0.012021316148221588
58721,0.06585856328901799
58722,0.16268382352941177
58723,0.038577456298975285
58724,0.038577456298975285
58725,0.030033264691905592
58726,0.030033264691905592
58727,0.10844370860927152
58728,0.11421911421911422
58729,0.012021316148221588
58730,0.0917941585535466
58731,0.038577456298975285
58732,0.038577456298975285
58733,0.012021316148221588
58734,0.012021316148221588
58735,0.030033264691905592
58736,0.0634441087613293
58737,0.038577456298975285
58738,0.9619450317124736
58739,0.06585856328901799
58740,0.933993399339934
58741,0.030033264691905592
58742,0.012021316148221588
58743,0.030033264691905592
58744,0.012021316148221588
58745,0.012021316148221588
58746,0.06585856328901799
58747,0.012021316148221588
58748,0.0634441087613293
58749,0.038577456298975285
58750,0.030033264691905592
58751,0.09213951067152525
58752,0.9584120982986768
58753,0.030033264691905592
58754,0.06585856328901799
58755,0.030033264691905592
58756,0.012021316148221588
58757,0.038577456298975285
58758,0.012021316148221588
58759,0.012021316148221588
58760,0.012021316148221588
58761,0.012021316148221588
58762,0.038577456298975285
58763,0.9584120982986768
58764,0.012021316148221588
58765,0.038577456298975285
58766,0.030033264691905592
58767,0.038577456298975285
58768,0.9584120982986768
58769,0.030033264691905592
58770,0.038577456298975285
58771,0.06585856328901799
