id,loan_status
58645,0.96
58646,0.005636371043826498
58647,0.6079411764705882
58648,0.02728874528520377
58649,0.11618544640891568
58650,0.9076470588235295
58651,0.0018727711482083062
58652,0.0029169105773191196
58653,0.1562495014874058
58654,0.04011818540714856
58655,0.10194871794871795
58656,0.20692639836733162
58657,0.031991377528167254
58658,0.003080932106435518
58659,0.022006283702004126
58660,0.11552004635328754
58661,0.012860723686213224
58662,0.00018518518518518518
58663,0.045415828548980644
58664,0.013618824031945398
58665,0.020321517618879775
58666,0.014310645602966205
58667,0.000957400387611213
58668,0.016166280923905776
58669,0.007349456620551875
58670,5.091710974063916e-05
58671,0.04013319832851521
58672,0.0
58673,0.8491666666666667
58674,0.00011298565359275907
58675,0.012947103058162452
58676,0.2503448275862069
58677,0.03503894229829307
58678,0.005974092756726862
58679,0.2637245678572995
58680,0.9490285546070062
58681,0.017181894011830103
58682,0.0006235116121445981
58683,0.01
58684,0.11958432100322115
58685,0.124055565485939
58686,0.05687333662312981
58687,0.3651785714285714
58688,0.037558108991991114
58689,0.22857473385759378
58690,0.0
58691,0.009716674241238324
58692,0.016222469187502978
58693,0.0008864625099365814
58694,0.04645821751800344
58695,0.8
58696,0.04188102545447307
58697,0.04903600464157754
58698,0.030253015324616325
58699,0.025449397824995383
58700,0.0029773308353104795
58701,0.012394770571805012
58702,0.00791313257835194
58703,0.10127058672579213
58704,0.23074444444444445
58705,0.1944144144144144
58706,0.07096314231907452
58707,0.0037232908035055618
58708,0.02439352507590241
58709,0.9
58710,0.02711799099519058
58711,0.9997530864197531
58712,0.11069449353822033
58713,0.00015322100577166964
58714,0.04314196840281137
58715,0.0002310349651860744
58716,0.04782450447217003
58717,0.02463541684950388
58718,0.16013157894736843
58719,0.010853261107796172
58720,0.010107387387387388
58721,0.07423744593689312
58722,0.26063680033416875
58723,0.05324037335132308
58724,0.0231826129454057
58725,0.02516145571835169
58726,0.01910344149138802
58727,0.2558166431851758
58728,0.07635629065406033
58729,0.060579980666018926
58730,0.08096840958605664
58731,0.014955358147319383
58732,0.0835396105165761
58733,1.0905125408942203e-05
58734,0.06095929531636591
58735,0.029560996446478898
58736,0.06375
58737,0.05045272845174343
58738,0.8179166666666667
58739,0.1339487586681518
58740,0.91
58741,0.03298931048994212
58742,0.007034666185184978
58743,0.021782469410669174
