id,loan_status
58645,0.9999680713016634
58646,0.06653445977770439
58647,0.6122549462505759
58648,0.02537939251387186
58649,0.49422948074220946
58650,0.9738821157638619
58651,0.0007106583002479167
58652,0.008016853830272458
58653,0.057862184013949
58654,0.03980306452829818
58655,0.15102995376053618
58656,0.2717047464112303
58657,0.03366125288459929
58658,0.010831727741860057
58659,0.006461666585344305
58660,0.04163331727736717
58661,0.01857554823474652
58662,9.953994491417655e-05
58663,0.05873840588975787
58664,0.00039705887442672693
58665,0.03353932981475398
58666,0.0001365709527679657
58667,0.0008578623914575365
58668,0.038966234980338715
58669,0.0006477351185777097
58670,0.00027277709207859945
58671,0.05646269951448511
58672,0.0001255179044263255
58673,0.9670565347664242
58674,0.0006842887281689267
58675,0.013119897295548773
58676,0.7716012572409254
58677,0.06584140803112533
58678,0.0009707468054005395
58679,0.12130747223756316
58680,0.964514621224775
58681,0.01611539467302894
58682,0.0014542061506957807
58683,0.00026241230562724645
58684,0.07132798017036726
58685,0.09256598881534264
58686,0.05691899880065789
58687,0.2121888571795983
58688,0.011714298260278434
58689,0.3641245394093995
58690,1.4582404646699905e-06
58691,0.0012099340751690084
58692,0.002501925016021612
58693,0.002876608984515098
58694,0.014542764280224003
58695,0.9963994239294829
58696,0.09830270286646312
58697,0.09699777625201426
58698,0.11846156926511868
58699,0.003934889409056137
58700,0.0018610858713889792
58701,0.0014967325947693572
58702,0.04676072347179806
58703,0.08265057404494572
58704,0.011216946366171935
58705,0.22774099518338284
58706,0.004836093271884187
58707,0.0029631748778574775
58708,0.023870542060747506
58709,0.9988796766425779
58710,0.007013787852451177
58711,0.9886533273204272
58712,0.037794941343268426
58713,0.0012725885642942984
58714,0.022689749907419732
58715,0.002053254597579628
58716,0.020701724846903462
58717,0.017301574654975706
58718,0.23010903924864276
58719,0.00030202444327751714
58720,2.446000007776462e-06
58721,0.04236362507220344
58722,0.21257315348488964
58723,0.044310877561006885
58724,0.0005708883836613618
58725,0.027095772971650653
58726,0.00363385049326105
58727,0.40371148144563934
58728,0.03969234873223372
58729,0.004851220933882023
58730,1.7119004580810957e-05
58731,0.005458252881524791
58732,0.01753598097388754
58733,5.002217902943393e-06
58734,0.010460348826191766
58735,0.08144543297159906
58736,0.03083865666429636
58737,0.02568694541672073
58738,0.9273578251072491
58739,0.22345371873422498
58740,0.9811488661491352
58741,0.057534758236710955
58742,0.004701904619731893
58743,0.02445798335564215
58744,0.0021687387095660603
58745,0.030934950452839532
58746,0.0461826829637543
58747,0.0007392439913565774
58748,0.0020078440378875043
58749,0.03878802633483749
58750,0.01851784726918109
58751,0.1445913103496037
58752,0.6980301306460426
58753,0.001307838106169833
58754,0.3002419233119039
58755,0.008304504952479346
58756,0.004377054022827784
58757,0.021323698640631467
58758,0.006943536425419449
58759,1.773249211890345e-05
58760,0.0003220889742347744
58761,0.012574292109305248
58762,0.002154346113620385
58763,0.9999074096288051
58764,0.00034424167719075764
58765,0.032703315806411754
58766,0.014938653106564575
58767,0.012418357052236728
58768,0.9875635148930917
58769,0.010542276406512396
58770,0.24418658316402564
58771,0.14309965800958074
58772,0.024133882866509276
58773,0.03240433618643707
58774,0.004557196536331059
58775,0.8699348514147045
58776,0.2740225150128677
58777,0.005025033652850948
58778,0.02261165804314367
58779,0.03016696563127778
58780,0.07627761689665674
58781,0.022385934253334294
58782,0.008989595589945935
58783,0.0060603985193914784
58784,0.011452952757990792
58785,0.001757187987047387
58786,0.09296236430977058
58787,0.0707639632304879
58788,0.1436344816811896
58789,0.024750835001776605
58790,0.046997581940375614
58791,0.011729207878160626
58792,1.2287475425702295e-05
58793,0.030948328550867498
58794,0.00601714991693272
58795,0.001480781847041095
58796,0.01791100455411865
58797,0.016936857812616345
58798,0.07835546884506182
58799,0.3841494288211883
58800,0.00641342429198682
58801,0.0019384212885320156
58802,0.9474386169788532
58803,0.034289677746182246
58804,0.48800614325364755
58805,0.9718865036844819
58806,0.05685773077544595
58807,0.010580009251021564
58808,0.00022936935738570913
58809,0.9975042960008313
58810,0.994156291817003
58811,0.03783608791446337
58812,0.06958676005201442
